"YC_link","Company_Name","company_description","Batch","Industry","Sub-Industry","Location"
"https://www.ycombinator.com/companies/scalar-field","Scalar Field","Reinventing the trading terminal — one intelligent agent at a time.","Spring 2025","Fintech","",""
"https://www.ycombinator.com/companies/eloquent-ai","Eloquent AI","The AI Operator for Financial Services","Spring 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/morphoai","MorphoAI","Software tool for designing robots and machines","Spring 2025","Industrials","Manufacturing and Robotics",""
"https://www.ycombinator.com/companies/vassar-robotics","Vassar Robotics","Open-source semi-humanoid dev kit → home data → autonomy → 20h/wk","Spring 2025","Consumer","Consumer Electronics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/boost-robotics","Boost Robotics","Robots for the inspection and maintenance of data centers","Spring 2025","Industrials","Manufacturing and Robotics","Boston, MA, USA"
"https://www.ycombinator.com/companies/sygaldry-technologies","Sygaldry Technologies","quantum-accelerated AI servers","Spring 2025","Industrials","",""
"https://www.ycombinator.com/companies/paraquery","ParaQuery","Managed GPU-accelerated Spark + SQL at 2x speed and half the cost","Spring 2025","B2B","Infrastructure","New York, NY, USA"
"https://www.ycombinator.com/companies/klavis-ai","Klavis AI","Open source MCP integration platform for reliably tool use at scale.","Spring 2025","B2B","",""
"https://www.ycombinator.com/companies/third-chair","Third Chair","Agents for in-house legal teams","Spring 2025","B2B","Legal",""
"https://www.ycombinator.com/companies/vesence","Vesence","Cursor for Lawyers. Agentic AI in MS Office.","Spring 2025","B2B","Legal",""
"https://www.ycombinator.com/companies/powermatrix","PowerMatrix","Efficient and compact power supply for AI hardware","Spring 2025","Industrials","Energy","Cambridge, England, United Kingdom"
"https://www.ycombinator.com/companies/jazzberry","Jazzberry","Training LLMs to be expert bug finders","Spring 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/besimple-ai","Besimple AI","Expert-in-the-loop eval data for AI","Spring 2025","B2B","","Redwood City, CA, USA"
"https://www.ycombinator.com/companies/alkali","Alkali","Your Copilot for Building Chemical Projects","Spring 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/human-behavior","Human Behavior","Understand your users beyond the numbers","Spring 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/qualgent","QualGent","AI Mobile App Quality Assurance Tester","Spring 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/prism","Prism","AI-native Datadog + Amplitude","Spring 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/novoflow","Novoflow","AI employees that automate medical operations for clinics.","Spring 2025","Healthcare","Healthcare Services",""
"https://www.ycombinator.com/companies/theta","Theta","Specialized AI for Every Job","Spring 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/lyrahq","Lyra","AI native meeting platform","Spring 2025","B2B","Sales","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/cleon","Cleon","AI Agents for Software Implementations","Spring 2025","B2B","","New York, NY, USA"
"https://www.ycombinator.com/companies/throxy","throxy","Vertical AI agents that run the sales funnel on autopilot","Spring 2025","B2B","Sales",""
"https://www.ycombinator.com/companies/lucis","Lucis","Function Health for Europe","Spring 2025","Healthcare","Consumer Health and Wellness",""
"https://www.ycombinator.com/companies/flott-hq","Flott HQ","AI-native operating system for vehicle fleet management","Spring 2025","B2B","",""
"https://www.ycombinator.com/companies/crimson","Crimson","The AI Associate for Litigation Lawyers","Spring 2025","B2B","Legal",""
"https://www.ycombinator.com/companies/casco","Casco","Autonomous security testing for AI systems","Spring 2025","B2B","Security",""
"https://www.ycombinator.com/companies/nomi","Nomi","Realtime Sales Copilot","Spring 2025","B2B","Sales","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/morphik","Morphik","Open-source multimodal search for AI apps","Spring 2025","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/runrl","RunRL","Reinforcement learning as a service","Spring 2025","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/ticket-wallet","Ticket Wallet","AI-optimized ticket resale","Spring 2025","B2B","",""
"https://www.ycombinator.com/companies/kaizen","Kaizen","Automate anything on the web.","Spring 2025","B2B","",""
"https://www.ycombinator.com/companies/habit","HABIT","Reshaping neighborhood services with robotics.","Spring 2025","Industrials","Manufacturing and Robotics",""
"https://www.ycombinator.com/companies/clidey","Clidey","Documentation made for AI Agents","Spring 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/opusense-ai","Opusense AI","AI for Field Inspection Reports","Spring 2025","Real Estate and Construction","Construction",""
"https://www.ycombinator.com/companies/labric","Labric","The data layer for scientific research","Spring 2025","B2B","Analytics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/photonium","Photonium","AI-Driven Optical System Design","Spring 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/sixtyfour","Sixtyfour","AI Agents for Research","Spring 2025","B2B","Operations","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/tegore","Tegore","Your new AI-powered math tutor.","Spring 2025","Education","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/clado","Clado","Deep Research for People","Spring 2025","B2B","Recruiting and Talent","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/combinely","Combinely","AI coworker for tax teams","Spring 2025","B2B","Finance and Accounting",""
"https://www.ycombinator.com/companies/voiceos","VoiceOS","The Voice OS for Productivity","Spring 2025","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/chiron","Chiron","Grammarly for Math ✏️","Spring 2025","Education","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/jeevy-fabrication","Jeevy Fabrication","AI Driven EPC - Weld Fabrication Contractor","Spring 2025","B2B","Engineering, Product and Design","Cocoa, FL, USA"
"https://www.ycombinator.com/companies/trapeze","Trapeze","AI-native Zocdoc","Spring 2025","Healthcare","Healthcare IT","New York, NY, USA"
"https://www.ycombinator.com/companies/tinfoil","Tinfoil","Tinfoil makes your AI workflows secure, verifiable, and private.","Spring 2025","B2B","Security","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/the-llm-data-company","The LLM Data Company","Post-training Data Research","Spring 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/refresh","Refresh","Evals and environments for computer use and software engineering work","Spring 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/parsewise","Parsewise","Automated document package parsing for investment & underwriting teams","Spring 2025","B2B","","London, England, United Kingdom"
"https://www.ycombinator.com/companies/better-auth","Better Auth","The authentication framework for TypeScript","Spring 2025","B2B","Security","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/bluejay","Bluejay","The world's first quality assurance agency for voice & text AI.","Spring 2025","B2B","",""
"https://www.ycombinator.com/companies/kestral","Kestral","We automate your entire product development lifecycle.","Spring 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/attune","Attune","Faster builds, zero effort.","Spring 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/pgdog","PgDog","Scaling engine for PostgreSQL","Spring 2025","B2B","Infrastructure","Remote"
"https://www.ycombinator.com/companies/kirana-ai","Kirana AI","AI manager for physical stores","Spring 2025","B2B","Retail","New York, NY, USA"
"https://www.ycombinator.com/companies/mbodi-ai","Mbodi AI","Make Industrial Robots Learn Like Humans","Spring 2025","Industrials","Manufacturing and Robotics","New York, NY, USA"
"https://www.ycombinator.com/companies/percival","Percival","Accelerating data analysis for research","Spring 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/typeos","TypeOS","AI writing you control with your taste.","Spring 2025","Consumer","",""
"https://www.ycombinator.com/companies/youlearn","YouLearn","AI tutor for each student.","Spring 2025","Education","",""
"https://www.ycombinator.com/companies/stratify","stratify","AI agents that help you understand your customers' needs","Spring 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/sim","Sim","Open source platform to visually build agents","Spring 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/clarm","Clarm","Sales for developers","Spring 2025","B2B","Productivity",""
"https://www.ycombinator.com/companies/beluga-labs","Beluga Labs","Rippling for Content Creators","Spring 2025","B2B","Operations","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/kaelio","Kaelio","Self-serve insights that data teams actually trust","Spring 2025","B2B","Analytics",""
"https://www.ycombinator.com/companies/dolphin","Dolphin","Dolphin is a startup in a box.","Spring 2025","B2B","Engineering, Product and Design","New York, NY, USA"
"https://www.ycombinator.com/companies/zeon-systems","Zeon Systems","AI-powered robotics for scientific lab automation.","Spring 2025","Industrials","Manufacturing and Robotics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/the-robot-learning-company","The Robot Learning Company","Affordable robotic workers","Spring 2025","Industrials","Manufacturing and Robotics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/helixdb","HelixDB","The fastest & most scalable graph-vector database on the market","Spring 2025","B2B","Engineering, Product and Design","London, England, United Kingdom"
"https://www.ycombinator.com/companies/chonkie","Chonkie","Open Source Data Ingestion For AI","Spring 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/almond-2","Almond","AI robots for manufacturing","Spring 2025","Industrials","Manufacturing and Robotics",""
"https://www.ycombinator.com/companies/claim-health","Claim Health","The first AI revenue platform for post-acute healthcare","Spring 2025","Healthcare","",""
"https://www.ycombinator.com/companies/capacitive","Capacitive","The data gateway for agents.","Spring 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/acolite","Acolite","AI Teammates for Insurance Agencies","Spring 2025","Fintech","Insurance","New York, NY, USA"
"https://www.ycombinator.com/companies/approval-ai","Approval AI","One-click mortgage: AI shops, negotiates, and handles your application","Spring 2025","Fintech","Consumer Finance","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/auctor","Auctor","Automating Enterprise Software Implementations","Spring 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/neoncoral","neoncoral","🪸 AI consumer social","Spring 2025","Consumer","",""
"https://www.ycombinator.com/companies/galen-ai","Galen AI","Personal AI healthcare agent, powered by clinical and wearable data.","Spring 2025","Healthcare","Consumer Health and Wellness",""
"https://www.ycombinator.com/companies/synthiolabs","SynthioLabs","AI-Powered Customer Engagement for Life Sciences","Spring 2025","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/cua","Cua","Docker for Computer-use Agents","Spring 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/minerva","Minerva","AI native accounting firm","Spring 2025","B2B","Finance and Accounting",""
"https://www.ycombinator.com/companies/groundcontrol","GroundControl","Vertical AI for highly-regulated manufacturing","Spring 2025","Industrials","Aviation and Space","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/avallon-ai","Avallon AI","AI agents for insurance claims operations","Spring 2025","Fintech","Insurance",""
"https://www.ycombinator.com/companies/bloom-4","Bloom","Build and share mobile apps in seconds","Spring 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/cubic","cubic","AI-powered code review platform","Spring 2025","B2B","Engineering, Product and Design","London, England, United Kingdom"
"https://www.ycombinator.com/companies/notus-autonomous-systems","Notus Autonomous Systems","Swarm robotics and full AI-command hierarchy integration","Spring 2025","Industrials","Aviation and Space","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/golf","Golf","Security for enterprise MCP servers.","Spring 2025","B2B","Security",""
"https://www.ycombinator.com/companies/bitboard","BitBoard","The AI workforce for healthcare operations.","Spring 2025","Healthcare","Healthcare Services","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/nao-labs","nao Labs","AI data IDE","Spring 2025","B2B","Analytics",""
"https://www.ycombinator.com/companies/vybe","Vybe","Lovable for internal apps","Spring 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/aravolta","Aravolta","Software to monitor, control, and optimize data centers.","Spring 2025","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/kashikoi","Kashikoi","Simulation Engine for Benchmarking AI Products","Spring 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/plexe","Plexe","Open-source agents to build predictive ML models from a prompt","Spring 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/frekil","Frekil","Scale AI for Medical Scans","Spring 2025","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/chestnut","Chestnut","The first AI mortgage lender","Spring 2025","Fintech","Credit and Lending","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/red-barn-robotics","Red Barn Robotics","A Roomba for weeds on a farm.","Winter 2025","Industrials","Agriculture",""
"https://www.ycombinator.com/companies/qfex","QFEX","24/7 Global Stock Exchange","Spring 2025","Fintech","Banking and Exchange","London, England, United Kingdom"
"https://www.ycombinator.com/companies/blaxel","Blaxel","AWS for AI Agents","Spring 2025","B2B","",""
"https://www.ycombinator.com/companies/mentra","Mentra","Building the open source smart glasses operating system.","Winter 2025","Consumer","Virtual and Augmented Reality","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/blindpay","BlindPay","Stablecoin API for global payments","Winter 2025","Fintech","Payments",""
"https://www.ycombinator.com/companies/vantel","Vantel","AI Software for Commercial Insurance Brokers","Winter 2025","Fintech","Insurance",""
"https://www.ycombinator.com/companies/fira","Fira","Financial research platform for investment firms","Winter 2025","B2B","Finance and Accounting",""
"https://www.ycombinator.com/companies/assistant-ui","assistant-ui","Open Source React.js Library for AI Chat","Winter 2025","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/artifact-2","Artifact","An Collaborative, AI-native IDE for Hardware Engineers","Winter 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/axal","Axal","Automate Data Entry From Inbox to ERP","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/thirdlayer","ThirdLayer","Building Dex, the AI Browser Copilot","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/trainloop","TrainLoop","Reasoning Fine-Tuning","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/tallyhq","Tally","Coming soon!","Winter 2025","B2B","",""
"https://www.ycombinator.com/companies/sammy-labs","SAMMY Labs","Live, AI-powered graph of every possible click path in your software","Winter 2025","B2B","",""
"https://www.ycombinator.com/companies/instinct","Instinct","Building the lunar future.","Winter 2025","Industrials","Aviation and Space",""
"https://www.ycombinator.com/companies/mercura","Mercura","AI Quote and Order Automation for Distributors & Manufacturers","Winter 2025","B2B","Sales",""
"https://www.ycombinator.com/companies/lightbox","Lightbox","Cursor for Content Creation","Winter 2025","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/cedar","Cedar","The open source copilot for any app","Winter 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/browser-use","Browser Use","Leading open-source web agent project with 50k stars in 3 months","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/tamlabs","TamLabs","Cursor for Microsoft Word","Winter 2025","B2B","Productivity","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/ergo","Ergo","AI Agents for Sales Operations","Winter 2025","B2B","Sales","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/copycat","CopyCat","AI Biopsy Callback Platform for Dermatologists","Winter 2025","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/paratus-health","Paratus Health","Medical Voice Agents for Patient Management","Winter 2025","Healthcare","Healthcare IT","Menlo Park, CA, USA"
"https://www.ycombinator.com/companies/atlog","Atlog","Voice AI That Won't Get You Sued","Spring 2025","B2B","Operations","New York, NY, USA"
"https://www.ycombinator.com/companies/butter","Butter","Muscle Memory Cache for Agents","Winter 2025","B2B","Infrastructure",""
"https://www.ycombinator.com/companies/bluebook","Bluebook","AI for accounting","Winter 2025","B2B","Finance and Accounting","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/tensorpool","TensorPool","Vercel For GPUs","Winter 2025","B2B","Infrastructure",""
"https://www.ycombinator.com/companies/waffle","Waffle","AI Language Tutor","Spring 2025","Consumer","","London, England, United Kingdom"
"https://www.ycombinator.com/companies/dalus","Dalus","AI-Powered Hardware System Design Software","Winter 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/roark","Roark","Test, monitor, and improve your voice agents","Winter 2025","B2B","Analytics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/rebolt","Rebolt","Build apps and agents by speaking with AI","Winter 2025","B2B","",""
"https://www.ycombinator.com/companies/spott","Spott","AI-native ATS/CRM for recruiting firms","Winter 2025","B2B","Recruiting and Talent",""
"https://www.ycombinator.com/companies/woz","Woz","AI platform enabling anyone to build and scale software businesses","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/proception-inc","Proception Inc","Making humanoids dexterous enough to thread a needle","Winter 2025","Industrials","Manufacturing and Robotics",""
"https://www.ycombinator.com/companies/demeter","Demeter","AI Value Creation Team for Private Equity","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/wildcard","Wildcard","Sell Products in ChatGPT Shopping","Winter 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/permitify","Permitify","AI co-pilot for building plan review and building code compliance","Winter 2025","Real Estate and Construction","Construction",""
"https://www.ycombinator.com/companies/reditus-space","Reditus Space","Reusable Satellites for zero-g manufacturing","Winter 2025","Industrials","Aviation and Space","Atlanta, GA, USA"
"https://www.ycombinator.com/companies/optifye-ai","Optifye.ai","AI performance monitoring for factory workers","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/pinch","Pinch","Real-time AI Voice Translation for Developers","Winter 2025","B2B","Productivity","Remote"
"https://www.ycombinator.com/companies/retrofit","Retrofit","A vintage marketplace curated by AI","Winter 2025","Consumer","Apparel and Cosmetics","New York, NY, USA"
"https://www.ycombinator.com/companies/archon","Archon","We help software companies sell to government.","Winter 2025","Government","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/forge-automation","Forge Automation","Software Enabled CNC Parts Supplier","Winter 2025","Industrials","Manufacturing and Robotics","Toronto, ON, Canada"
"https://www.ycombinator.com/companies/mastra","Mastra","The Javascript framework for building AI agents, from the Gatsby devs","Winter 2025","B2B","Engineering, Product and Design","Remote"
"https://www.ycombinator.com/companies/afterquery","AfterQuery","Research lab investigating the boundaries of AI capabilities.","Winter 2025","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/misprint","Misprint","Misprint is building Robinhood for Pokemon cards","Winter 2025","Consumer","","New York, NY, USA"
"https://www.ycombinator.com/companies/fuseai","FuseAI","The only outbound sales software you will ever need.","Winter 2025","B2B","Sales",""
"https://www.ycombinator.com/companies/miyagi-labs","Miyagi Labs","AI tutors for exam prep","Winter 2025","Education","","New York, NY, USA"
"https://www.ycombinator.com/companies/artificial-societies","Artificial Societies","We use AI to simulate entire human societies","Winter 2025","B2B","Analytics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/openintake","OpenIntake","The AI Front Door For Law Firms","Winter 2025","B2B","Legal","New York, NY, USA"
"https://www.ycombinator.com/companies/peppr-ai","Peppr AI","Self-improving knowledge base synthesizing scattered company data","Winter 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/infinite","Infinite","Global B2B Stablecoin Processor","Winter 2025","Fintech","Payments","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/sennu-ai","Sennu AI","Hands off Salesforce QA","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/orbital-operations","Orbital Operations","High Thrust Space Vehicles for Satellite Defense","Winter 2025","Industrials","Aviation and Space",""
"https://www.ycombinator.com/companies/mesh-2","Mesh","Building your AI finance co-worker","Winter 2025","B2B","Finance and Accounting",""
"https://www.ycombinator.com/companies/outlit","Outlit","The AI Workspace for Guided Selling","Winter 2025","B2B","Sales","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/tire-swing","Tire Swing","AI Powered Affordable Housing Eligibility","Winter 2025","B2B","Legal","New York, NY, USA"
"https://www.ycombinator.com/companies/harper","Harper","AI-native commercial insurance brokerage","Winter 2025","Fintech","Insurance","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/calltree","Calltree","Enterprise-grade AI support reps for call centers","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/nitrode","Nitrode","AI game development engine & platform","Winter 2025","Consumer","Gaming",""
"https://www.ycombinator.com/companies/karsa","Karsa","Stablecoin neobank for emerging markets","Winter 2025","Fintech","","New York, NY, USA"
"https://www.ycombinator.com/companies/exla","Exla","An SDK to run transformer models anywhere","Winter 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/confident-ai","Confident AI","Open-Source Unit Testing for LLM Applications","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/riviera","Riviera","AI Employees for Hotels","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/waypoint-transit","Waypoint Transit","We automate urban planning so cities can build cheaper and faster.","Winter 2025","Government","",""
"https://www.ycombinator.com/companies/highintent","Gowatch","Monitor the web.","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/agentin-ai","Agentin AI","AI Agents that automate enterprise software processes","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/rejot","ReJot","We turn complex API integrations into drop‑in full‑stack libraries","Winter 2025","B2B","Engineering, Product and Design","Amsterdam, NH, Netherlands"
"https://www.ycombinator.com/companies/general-trajectory","General Trajectory","Reasoning models for robotics","Winter 2025","B2B","Supply Chain and Logistics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/solidroad","Solidroad","AI agents for CX teams, starting with training and QA.","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/trata","Trata","AI-powered research desk for hedge funds","Winter 2025","B2B","Finance and Accounting","New York, NY, USA"
"https://www.ycombinator.com/companies/haleum","Haleum","Human Risk Intelligence for the AI-era","Winter 2025","B2B","Security","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/lucidic-ai","Lucidic AI","AI Agent Training via Simulations","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/mundo-ai","Mundo AI","High Quality Multilingual Training Data for AI Models","Winter 2025","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/g-lnk","G LNK","Simplifying Collaboration for Healthcare Organizations & Professionals","Winter 2025","B2B","","New York, NY, USA"
"https://www.ycombinator.com/companies/strike","Strike","Prediction markets for businesses","Winter 2025","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/athenahq","AthenaHQ","Get Your Brand Discovered on ChatGPT.","Winter 2025","B2B","Marketing","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/lopus-ai","Lopus AI","Data Unification for GTM Analytics","Winter 2025","B2B","Analytics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/cenote","Cenote","Automate back office tasks for medical clinics","Winter 2025","Healthcare","Healthcare Services","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/harbera","Harbera","AI Healthcare Provider Credentialing Software","Winter 2025","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/stillwind","Stillwind","Autonomous Electrical Engineering","Winter 2025","B2B","Engineering, Product and Design","Zürich, ZH, Switzerland"
"https://www.ycombinator.com/companies/bindwell","Bindwell","Discovering new pesticides with AI","Winter 2025","Industrials","Agriculture","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/pickle-2","Pickle","Where your life context becomes understanding.","Winter 2025","Consumer","Consumer Electronics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/lucid","Lucid","interactive video models","Winter 2025","Consumer","",""
"https://www.ycombinator.com/companies/macadamia","Macadamia","AI Agents for Complex Engineering Projects","Winter 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/asteroid","Asteroid","AI Browser Agents for the Back-Office","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/gale","Gale","Fast and Data-Driven Immigration Platform","Winter 2025","B2B","Legal","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/pave-robotics","Pave Robotics","Robots that repair roads","Winter 2025","Industrials","Manufacturing and Robotics",""
"https://www.ycombinator.com/companies/pax-markets","PAX Markets","Exchange and co-located trading facility, on a chip.","Winter 2025","Fintech","Banking and Exchange","Redwood City, CA, USA"
"https://www.ycombinator.com/companies/olive","Olive","Build admin dashboards with a prompt.","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/hud","hud","Platform for building RL environments and evals","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/finbar","finbar","The AI investment analyst","Winter 2025","Fintech","",""
"https://www.ycombinator.com/companies/cuckoo-labs","Cuckoo Labs","Real-time AI translator for global sales and marketing","Winter 2025","B2B","",""
"https://www.ycombinator.com/companies/mecha-health","Mecha Health","Foundation models to automate x-ray analysis for radiologists","Winter 2025","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/gradewiz","GradeWiz","AI Grading for Teachers","Winter 2025","Education","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/healthkey","HealthKey","AI-powered Patient Identification for Clinical Trials","Winter 2025","Healthcare","Healthcare IT",""
"https://www.ycombinator.com/companies/operand","Operand","AI to Replace Management Consulting","Winter 2025","B2B","Analytics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/osmosis","Osmosis","Online Reinforcement Learning for AI Agents","Winter 2025","B2B","",""
"https://www.ycombinator.com/companies/swerve","Swerve","Make & Watch Fun Videos","Winter 2025","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/mosaic-2","Mosaic","Create and run your own video editing AI agents","Winter 2025","Consumer","Content","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/cifrato","Cifrato","AI Accountant for Retail","Winter 2025","B2B","Operations","Bogotá, Bogota, Colombia"
"https://www.ycombinator.com/companies/oki","Oki","Personalized Updates on Company Progress","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/zeroentropy","ZeroEntropy","High accuracy search API over unstructured data.","Winter 2025","B2B","Infrastructure",""
"https://www.ycombinator.com/companies/bezel","Bezel","Digital AI humans that model clothes for e-commerce brands.","Winter 2025","B2B","","New York, NY, USA"
"https://www.ycombinator.com/companies/cardamon","Cardamon","AI compliance co-pilot for regulated financial businesses","Winter 2025","B2B","Finance and Accounting","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/amby-health","Amby Health","AI Copilot for Ambulance Agencies (EMS)","Winter 2025","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/trim","Trim","A foundation model for physics.","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/tergle","Tergle","AI Agents for Audit","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/rally-3","Rally","Financial OS for Modern Fleets","Winter 2025","Fintech","","Berlin, Berlin, Germany"
"https://www.ycombinator.com/companies/adam","Adam","AI Powered CAD","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/inversion-semiconductor","Inversion Semiconductor","Manufacturing the most powerful chips, 15x faster","Winter 2025","Industrials","Manufacturing and Robotics","San Francisco, CA, USA"
